line;track;km;geometry_type;radius;arrow;theoric_width;radius_width;use_width;project_cant
1;2;8367;Recta;inf;4.94E-05;0;0;0;0
1;2;8367.25;Recta;inf;4.94E-05;0;0;0;0
1;2;8367.5;Recta;inf;7.09E-05;0;0;0;0
1;2;8367.75;Recta;inf;5.01E-05;0;0;0;0
1;2;8368;Recta;inf;4.99E-05;0;0;0;0
1;2;8368.25;Recta;inf;4.99E-05;0;0;0;0
1;2;8368.5;Recta;inf;1.16E-07;0;0;0;0
1;2;8368.75;Recta;inf;0;0;0;0;0
1;2;8369;Recta;inf;4.99E-05;0;0;0;0
1;2;8369.25;Recta;inf;4.99E-05;0;0;0;0
1;2;8369.5;Recta;inf;5.01E-05;0;0;0;0
1;2;8369.75;Recta;inf;5.00E-05;0;0;0;0
1;2;8370;Recta;inf;9.39E-07;0;0;0;0
1;2;8370.25;Recta;inf;9.39E-07;0;0;0;0
1;2;8370.5;Recta;inf;5.01E-05;0;0;0;0
1;2;8370.75;Recta;inf;7.02E-05;0;0;0;0
1;2;8371;Recta;inf;7.03E-05;0;0;0;0
1;2;8371.25;Recta;inf;7.10E-05;0;0;0;0
1;2;8371.5;Recta;inf;5.03E-05;0;0;0;0
1;2;8371.75;Recta;inf;5.03E-05;0;0;0;0
1;2;8372;Recta;inf;5.01E-05;0;0;0;0
1;2;8372.25;Recta;inf;5.01E-05;0;0;0;0
1;2;8372.5;Recta;inf;5.00E-05;0;0;0;0
1;2;8372.75;Recta;inf;5.01E-05;0;0;0;0
1;2;8373;Recta;inf;1.16E-07;0;0;0;0
1;2;8373.25;Recta;inf;1.16E-07;0;0;0;0
1;2;8373.5;Recta;inf;4.99E-05;0;0;0;0
1;2;8373.75;Recta;inf;5.01E-05;0;0;0;0
1;2;8374;Recta;inf;5.00E-05;0;0;0;0
1;2;8374.25;Recta;inf;4.99E-05;0;0;0;0
1;2;8374.5;Recta;inf;0;0;0;0;0
1;2;8374.75;Recta;inf;1.16E-07;0;0;0;0
1;2;8375;Recta;inf;7.09E-05;0;0;0;0
1;2;8375.25;Recta;inf;7.09E-05;0;0;0;0
1;2;8375.5;Recta;inf;7.10E-05;0;0;0;0
1;2;8375.75;Recta;inf;7.02E-05;0;0;0;0
1;2;8376;Recta;inf;4.94E-05;0;0;0;0
1;2;8376.25;Recta;inf;9.31E-07;0;0;0;0
1;2;8376.5;Recta;inf;5.01E-05;0;0;0;0
1;2;8376.75;Recta;inf;4.99E-05;0;0;0;0
1;2;8377;Recta;inf;5.01E-05;0;0;0;0
1;2;8377.25;Recta;inf;5.01E-05;0;0;0;0
1;2;8377.5;Recta;inf;0;0;0;0;0
1;2;8377.75;Recta;inf;0;0;0;0;0
1;2;8378;Recta;inf;5.01E-05;0;0;0;0
1;2;8378.25;Recta;inf;5.01E-05;0;0;0;0
1;2;8378.5;Recta;inf;4.99E-05;0;0;0;0
1;2;8378.75;Recta;inf;5.01E-05;0;0;0;0
1;2;8379;Recta;inf;9.31E-07;0;0;0;0
1;2;8379.25;Recta;inf;4.94E-05;0;0;0;0
1;2;8379.5;Recta;inf;7.02E-05;0;0;0;0
1;2;8379.75;Recta;inf;7.03E-05;0;0;0;0
1;2;8380;Recta;inf;7.09E-05;0;0;0;0
1;2;8380.25;Recta;inf;7.09E-05;0;0;0;0
1;2;8380.5;Recta;inf;5.03E-05;0;0;0;0
1;2;8380.75;Recta;inf;0;0;0;0;0
1;2;8381;Recta;inf;4.99E-05;0;0;0;0
1;2;8381.25;Recta;inf;5.00E-05;0;0;0;0
1;2;8381.5;Recta;inf;5.01E-05;0;0;0;0
1;2;8381.75;Recta;inf;4.99E-05;0;0;0;0
1;2;8382;Recta;inf;1.16E-07;0;0;0;0
1;2;8382.25;Recta;inf;1.16E-07;0;0;0;0
1;2;8382.5;Recta;inf;5.01E-05;0;0;0;0
1;2;8382.75;Recta;inf;5.00E-05;0;0;0;0
1;2;8383;Recta;inf;5.01E-05;0;0;0;0
1;2;8383.25;Recta;inf;5.01E-05;0;0;0;0
1;2;8383.5;Recta;inf;5.03E-05;0;0;0;0
1;2;8383.75;Recta;inf;5.03E-05;0;0;0;0
1;2;8384;Recta;inf;7.10E-05;0;0;0;0
1;2;8384.25;Recta;inf;7.03E-05;0;0;0;0
1;2;8384.5;Recta;inf;7.02E-05;0;0;0;0
1;2;8384.75;Recta;inf;7.03E-05;0;0;0;0
1;2;8385;Recta;inf;9.39E-07;0;0;0;0
1;2;8385.25;Recta;inf;9.39E-07;0;0;0;0
1;2;8385.5;Recta;inf;4.99E-05;0;0;0;0
1;2;8385.75;Recta;inf;5.01E-05;0;0;0;0
1;2;8386;Recta;inf;4.99E-05;0;0;0;0
1;2;8386.25;Recta;inf;4.99E-05;0;0;0;0
1;2;8386.5;Recta;inf;0;0;0;0;0
1;2;8386.75;Recta;inf;1.16E-07;0;0;0;0
1;2;8387;Recta;inf;4.99E-05;0;0;0;0
1;2;8387.25;Recta;inf;4.99E-05;0;0;0;0
1;2;8387.5;Recta;inf;5.01E-05;0;0;0;0
1;2;8387.75;Recta;inf;5.00E-05;0;0;0;0
1;2;8388;Recta;inf;4.94E-05;0;0;0;0
1;2;8388.25;Recta;inf;4.94E-05;0;0;0;0
1;2;8388.5;Recta;inf;5.03E-05;0;0;0;0
1;2;8388.75;Recta;inf;7.09E-05;0;0;0;0
1;2;8389;Recta;inf;7.10E-05;0;0;0;0
1;2;8389.25;Recta;inf;5.01E-05;0;0;0;0
1;2;8389.5;Recta;inf;0;0;0;0;0
1;2;8389.75;Recta;inf;0;0;0;0;0
1;2;8390;Recta;inf;9.31E-07;0;0;0;0
1;2;8390.25;Recta;inf;5.01E-05;0;0;0;0
1;2;8390.5;Recta;inf;4.99E-05;0;0;0;0
1;2;8390.75;Recta;inf;5.01E-05;0;0;0;0
1;2;8391;Recta;inf;0;0;0;0;0
1;2;8391.25;Recta;inf;9.31E-07;0;0;0;0
1;2;8391.5;Recta;inf;9.31E-07;0;0;0;0
1;2;8391.75;Recta;inf;5.01E-05;0;0;0;0
1;2;8392;Recta;inf;4.99E-05;0;0;0;0
1;2;8392.25;Recta;inf;7.09E-05;0;0;0;0
1;2;8392.5;Recta;inf;5.03E-05;0;0;0;0
1;2;8392.75;Recta;inf;5.03E-05;0;0;0;0
1;2;8393;Recta;inf;4.94E-05;0;0;0;0
1;2;8393.25;Recta;inf;7.02E-05;0;0;0;0
1;2;8393.5;Recta;inf;4.99E-05;0;0;0;0
1;2;8393.75;Recta;inf;5.00E-05;0;0;0;0
1;2;8394;Recta;inf;9.39E-07;0;0;0;0
1;2;8394.25;Recta;inf;1.16E-07;0;0;0;0
1;2;8394.5;Recta;inf;1.16E-07;0;0;0;0
1;2;8394.75;Recta;inf;4.99E-05;0;0;0;0
1;2;8395;Recta;inf;4.99E-05;0;0;0;0
1;2;8395.25;Recta;inf;5.01E-05;0;0;0;0
1;2;8395.5;Recta;inf;1.16E-07;0;0;0;0
1;2;8395.75;Recta;inf;1.16E-07;0;0;0;0
1;2;8396;Recta;inf;1.16E-07;0;0;0;0
1;2;8396.25;Recta;inf;5.01E-05;0;0;0;0
1;2;8396.5;Recta;inf;7.10E-05;0;0;0;0
1;2;8396.75;Recta;inf;7.03E-05;0;0;0;0
1;2;8397;Recta;inf;4.94E-05;0;0;0;0
1;2;8397.25;Recta;inf;5.03E-05;0;0;0;0
1;2;8397.5;Recta;inf;5.03E-05;0;0;0;0
1;2;8397.75;Recta;inf;7.10E-05;0;0;0;0
1;2;8398;Recta;inf;5.01E-05;0;0;0;0
1;2;8398.25;Recta;inf;4.99E-05;0;0;0;0
1;2;8398.5;Recta;inf;4.99E-05;0;0;0;0
1;2;8398.75;Recta;inf;9.39E-07;0;0;0;0
1;2;8399;Recta;inf;9.39E-07;0;0;0;0
1;2;8399.25;Recta;inf;4.99E-05;0;0;0;0
1;2;8399.5;Recta;inf;4.99E-05;0;0;0;0
1;2;8399.75;Recta;inf;4.99E-05;0;0;0;0
1;2;8400;Recta;inf;5.00E-05;0;0;0;0
1;2;8400.25;Recta;inf;9.31E-07;0;0;0;0
1;2;8400.5;Recta;inf;0;0;0;0;0
1;2;8400.75;Recta;inf;4.99E-05;0;0;0;0
1;2;8401;Recta;inf;7.09E-05;0;0;0;0
1;2;8401.25;Recta;inf;7.10E-05;0;0;0;0
1;2;8401.5;Recta;inf;7.03E-05;0;0;0;0
1;2;8401.75;Recta;inf;4.94E-05;0;0;0;0
1;2;8402;Recta;inf;4.94E-05;0;0;0;0
1;2;8402.25;Recta;inf;5.01E-05;0;0;0;0
1;2;8402.5;Recta;inf;5.01E-05;0;0;0;0
1;2;8402.75;Recta;inf;5.01E-05;0;0;0;0
1;2;8403;Recta;inf;5.01E-05;0;0;0;0
1;2;8403.25;Recta;inf;0;0;0;0;0
1;2;8403.5;Recta;inf;0;0;0;0;0
1;2;8403.75;Recta;inf;5.01E-05;0;0;0;0
1;2;8404;Recta;inf;5.01E-05;0;0;0;0
1;2;8404.25;Recta;inf;4.99E-05;0;0;0;0
1;2;8404.5;Recta;inf;0.001761268;0;0;0;0
1;2;8404.75;Recta;inf;0.006582171;0;0;0;0
1;2;8405;Recta;inf;0.014572321;0;0;0;0
1;2;8405.25;Recta;inf;0.025622392;0;0;0;0
1;2;8405.5;Recta;inf;0.039886206;0;0;0;0
1;2;8405.75;Recta;inf;0.057319212;0;0;0;0
1;2;8406;Recta;inf;0.077752977;0;0;0;0
1;2;8406.25;Recta;inf;0.101315485;0;0;0;0
1;2;8406.5;Recta;inf;0.128042246;0;0;0;0
1;2;8406.75;Recta;inf;0.157883278;0;0;0;0
1;2;8407;Recta;inf;0.19088409;0;0;0;0
1;2;8407.25;Recta;inf;0.227053739;0;0;0;0
1;2;8407.5;Recta;inf;0.26628363;0;0;0;0
1;2;8407.75;Recta;inf;0.307726934;0;0;0;0
1;2;8408;Recta;inf;0.349319691;0;0;0;0
1;2;8408.25;Recta;inf;0.390862621;0;0;0;0
1;2;8408.5;Recta;inf;0.43245552;0;0;0;0
1;2;8408.75;Recta;inf;0.474147904;0;0;0;0
1;2;8409;Recta;inf;0.515740571;0;0;0;0
1;2;8409.25;Circular;10000;0.557283617;0;0;0;0
1;2;8409.5;Circular;10000;0.595403977;0;0;0;0
1;2;8409.75;Circular;10000;0.627255098;0;0;0;0
1;2;8410;Circular;10000;0.652867796;0;0;0;0
1;2;8410.25;Circular;10000;0.672360527;0;0;0;0
1;2;8410.5;Circular;10000;0.685425284;0;0;0;0
1;2;8410.75;Circular;10000;0.692251475;0;0;0;0
1;2;8411;Circular;10000;0.692962678;0;0;0;0
1;2;8411.25;Circular;10000;0.687331003;0;0;0;0
1;2;8411.5;Circular;10000;0.675479856;0;0;0;0
1;2;8411.75;Circular;10000;0.657335779;0;0;0;0
1;2;8412;Circular;10000;0.632926905;0;0;0;0
1;2;8412.25;Circular;10000;0.602329711;0;0;0;0
1;2;8412.5;Circular;10000;0.565463204;0;0;0;0
1;2;8412.75;Recta;inf;0.52406932;0;0;0;0
1;2;8413;Recta;inf;0.482426916;0;0;0;0
1;2;8413.25;Recta;inf;0.440933726;0;0;0;0
1;2;8413.5;Recta;inf;0.399340828;0;0;0;0
1;2;8413.75;Recta;inf;0.357698271;0;0;0;0
1;2;8414;Recta;inf;0.316105516;0;0;0;0
1;2;8414.25;Recta;inf;0.274463022;0;0;0;0
1;2;8414.5;Recta;inf;0.234681186;0;0;0;0
1;2;8414.75;Recta;inf;0.197959197;0;0;0;0
1;2;8415;Recta;inf;0.164356431;0;0;0;0
1;2;8415.25;Recta;inf;0.133813578;0;0;0;0
1;2;8415.5;Recta;inf;0.10643517;0;0;0;0
1;2;8415.75;Recta;inf;0.082275398;0;0;0;0
1;2;8416;Recta;inf;0.061125874;0;0;0;0
1;2;8416.25;Recta;inf;0.043145139;0;0;0;0
1;2;8416.5;Recta;inf;0.028274462;0;0;0;0
1;2;8416.75;Recta;inf;0.016582126;0;0;0;0
1;2;8417;Recta;inf;0.007990153;0;0;0;0
1;2;8417.25;Recta;inf;0.002468246;0;0;0;0
1;2;8417.5;Recta;inf;0.000111935;0;0;0;0
1;2;8417.75;Recta;inf;7.09E-05;0;0;0;0
1;2;8418;Recta;inf;7.10E-05;0;0;0;0
1;2;8418.25;Recta;inf;5.03E-05;0;0;0;0
1;2;8418.5;Recta;inf;5.03E-05;0;0;0;0
1;2;8418.75;Recta;inf;5.03E-05;0;0;0;0
1;2;8419;Recta;inf;7.10E-05;0;0;0;0
1;2;8419.25;Recta;inf;7.02E-05;0;0;0;0
1;2;8419.5;Recta;inf;4.94E-05;0;0;0;0
1;2;8419.75;Recta;inf;4.94E-05;0;0;0;0
1;2;8420;Recta;inf;5.03E-05;0;0;0;0
1;2;8420.25;Recta;inf;7.09E-05;0;0;0;0
1;2;8420.5;Recta;inf;7.09E-05;0;0;0;0
1;2;8420.75;Recta;inf;5.03E-05;0;0;0;0
1;2;8421;Recta;inf;5.03E-05;0;0;0;0
1;2;8421.25;Recta;inf;5.03E-05;0;0;0;0
1;2;8421.5;Recta;inf;7.09E-05;0;0;0;0
1;2;8421.75;Recta;inf;0;0;0;0;0
1;2;8422;Recta;inf;0;0;0;0;0
1;2;8422.25;Recta;inf;0;0;0;0;0
1;2;8422.5;Recta;inf;0;0;0;0;0
1;2;8422.75;Recta;inf;4.99E-05;0;0;0;0
1;2;8423;Recta;inf;0;0;0;0;0
1;2;8423.25;Recta;inf;0;0;0;0;0
1;2;8423.5;Recta;inf;0;0;0;0;0
1;2;8423.75;Recta;inf;4.99E-05;0;0;0;0
1;2;8424;Recta;inf;5.01E-05;0;0;0;0
1;2;8424.25;Recta;inf;0;0;0;0;0
1;2;8424.5;Recta;inf;0;0;0;0;0
1;2;8424.75;Recta;inf;1.16E-07;0;0;0;0
1;2;8425;Recta;inf;7.10E-05;0;0;0;0
1;2;8425.25;Recta;inf;7.09E-05;0;0;0;0
1;2;8425.5;Recta;inf;5.03E-05;0;0;0;0
1;2;8425.75;Recta;inf;5.03E-05;0;0;0;0
1;2;8426;Recta;inf;5.03E-05;0;0;0;0
1;2;8426.25;Recta;inf;7.02E-05;0;0;0;0
1;2;8426.5;Recta;inf;7.02E-05;0;0;0;0
1;2;8426.75;Recta;inf;4.94E-05;0;0;0;0
1;2;8427;Recta;inf;5.03E-05;0;0;0;0
1;2;8427.25;Recta;inf;5.03E-05;0;0;0;0
1;2;8427.5;Recta;inf;7.09E-05;0;0;0;0
1;2;8427.75;Recta;inf;5.03E-05;0;0;0;0
1;2;8428;Recta;inf;5.03E-05;0;0;0;0
1;2;8428.25;Recta;inf;5.03E-05;0;0;0;0
1;2;8428.5;Recta;inf;5.03E-05;0;0;0;0
1;2;8428.75;Recta;inf;7.02E-05;0;0;0;0
1;2;8429;Recta;inf;4.94E-05;0;0;0;0
1;2;8429.25;Recta;inf;4.94E-05;0;0;0;0
1;2;8429.5;Recta;inf;5.03E-05;0;0;0;0
1;2;8429.75;Recta;inf;7.10E-05;0;0;0;0
1;2;8430;Recta;inf;7.03E-05;0;0;0;0
1;2;8430.25;Recta;inf;4.94E-05;0;0;0;0
1;2;8430.5;Recta;inf;4.94E-05;0;0;0;0
1;2;8430.75;Recta;inf;5.03E-05;0;0;0;0
1;2;8431;Recta;inf;7.10E-05;0;0;0;0
1;2;8431.25;Recta;inf;7.09E-05;0;0;0;0
1;2;8431.5;Recta;inf;5.03E-05;0;0;0;0
1;2;8431.75;Recta;inf;5.03E-05;0;0;0;0
1;2;8432;Recta;inf;5.03E-05;0;0;0;0
1;2;8432.25;Recta;inf;7.09E-05;0;0;0;0
1;2;8432.5;Recta;inf;7.02E-05;0;0;0;0
1;2;8432.75;Recta;inf;4.94E-05;0;0;0;0
1;2;8433;Recta;inf;4.94E-05;0;0;0;0
1;2;8433.25;Recta;inf;5.03E-05;0;0;0;0
1;2;8433.5;Recta;inf;7.09E-05;0;0;0;0
1;2;8433.75;Recta;inf;5.03E-05;0;0;0;0
1;2;8434;Recta;inf;5.03E-05;0;0;0;0
1;2;8434.25;Recta;inf;5.03E-05;0;0;0;0
1;2;8434.5;Recta;inf;5.03E-05;0;0;0;0
1;2;8434.75;Recta;inf;7.09E-05;0;0;0;0
1;2;8435;Recta;inf;0;0;0;0;0
1;2;8435.25;Recta;inf;0;0;0;0;0
1;2;8435.5;Recta;inf;0;0;0;0;0
1;2;8435.75;Recta;inf;5.01E-05;0;0;0;0
1;2;8436;Recta;inf;5.01E-05;0;0;0;0
1;2;8436.25;Recta;inf;0;0;0;0;0
1;2;8436.5;Recta;inf;0;0;0;0;0
1;2;8436.75;Recta;inf;1.16E-07;0;0;0;0
1;2;8437;Recta;inf;5.01E-05;0;0;0;0
1;2;8437.25;Recta;inf;4.99E-05;0;0;0;0
1;2;8437.5;Recta;inf;0;0;0;0;0
1;2;8437.75;Recta;inf;0;0;0;0;0
1;2;8438;Recta;inf;9.39E-07;0;0;0;0
1;2;8438.25;Recta;inf;7.09E-05;0;0;0;0
1;2;8438.5;Recta;inf;7.09E-05;0;0;0;0
1;2;8438.75;Recta;inf;5.03E-05;0;0;0;0
1;2;8439;Recta;inf;5.03E-05;0;0;0;0
1;2;8439.25;Recta;inf;5.03E-05;0;0;0;0
1;2;8439.5;Recta;inf;7.02E-05;0;0;0;0
1;2;8439.75;Recta;inf;4.94E-05;0;0;0;0
1;2;8440;Recta;inf;4.94E-05;0;0;0;0
1;2;8440.25;Recta;inf;5.03E-05;0;0;0;0
1;2;8440.5;Recta;inf;7.09E-05;0;0;0;0
1;2;8440.75;Recta;inf;7.09E-05;0;0;0;0
1;2;8441;Recta;inf;5.03E-05;0;0;0;0
1;2;8441.25;Recta;inf;5.03E-05;0;0;0;0
1;2;8441.5;Recta;inf;5.03E-05;0;0;0;0
1;2;8441.75;Recta;inf;7.10E-05;0;0;0;0
1;2;8442;Recta;inf;7.03E-05;0;0;0;0
1;2;8442.25;Recta;inf;4.94E-05;0;0;0;0
1;2;8442.5;Recta;inf;4.94E-05;0;0;0;0
1;2;8442.75;Recta;inf;5.03E-05;0;0;0;0
1;2;8443;Recta;inf;7.03E-05;0;0;0;0
1;2;8443.25;Recta;inf;7.02E-05;0;0;0;0
1;2;8443.5;Recta;inf;4.94E-05;0;0;0;0
1;2;8443.75;Recta;inf;4.94E-05;0;0;0;0
1;2;8444;Recta;inf;5.03E-05;0;0;0;0
1;2;8444.25;Recta;inf;7.09E-05;0;0;0;0
1;2;8444.5;Recta;inf;7.09E-05;0;0;0;0
1;2;8444.75;Recta;inf;5.03E-05;0;0;0;0
1;2;8445;Recta;inf;5.03E-05;0;0;0;0
1;2;8445.25;Recta;inf;5.03E-05;0;0;0;0
1;2;8445.5;Recta;inf;7.10E-05;0;0;0;0
1;2;8445.75;Recta;inf;4.94E-05;0;0;0;0
1;2;8446;Recta;inf;4.94E-05;0;0;0;0
1;2;8446.25;Recta;inf;4.94E-05;0;0;0;0
1;2;8446.5;Recta;inf;7.09E-05;0;0;0;0
1;2;8446.75;Recta;inf;7.09E-05;0;0;0;0
1;2;8447;Recta;inf;5.03E-05;0;0;0;0
1;2;8447.25;Recta;inf;5.03E-05;0;0;0;0
1;2;8447.5;Recta;inf;5.03E-05;0;0;0;0
1;2;8447.75;Recta;inf;7.10E-05;0;0;0;0
1;2;8448;Recta;inf;7.03E-05;0;0;0;0
1;2;8448.25;Recta;inf;0;0;0;0;0
1;2;8448.5;Recta;inf;0;0;0;0;0
1;2;8448.75;Recta;inf;1.16E-07;0;0;0;0
1;2;8449;Recta;inf;5.01E-05;0;0;0;0
1;2;8449.25;Recta;inf;4.99E-05;0;0;0;0
1;2;8449.5;Recta;inf;0;0;0;0;0
1;2;8449.75;Recta;inf;0;0;0;0;0
1;2;8450;Recta;inf;0;0;0;0;0
1;2;8450.25;Recta;inf;4.99E-05;0;0;0;0
1;2;8450.5;Recta;inf;1.16E-07;0;0;0;0
1;2;8450.75;Recta;inf;0;0;0;0;0
1;2;8451;Recta;inf;0;0;0;0;0
1;2;8451.25;Recta;inf;9.31E-07;0;0;0;0
1;2;8451.5;Recta;inf;5.01E-05;0;0;0;0
1;2;8451.75;Recta;inf;5.03E-05;0;0;0;0
1;2;8452;Recta;inf;5.03E-05;0;0;0;0
1;2;8452.25;Recta;inf;5.03E-05;0;0;0;0
1;2;8452.5;Recta;inf;7.09E-05;0;0;0;0
1;2;8452.75;Recta;inf;7.02E-05;0;0;0;0
1;2;8453;Recta;inf;4.94E-05;0;0;0;0
1;2;8453.25;Recta;inf;4.94E-05;0;0;0;0
1;2;8453.5;Recta;inf;5.03E-05;0;0;0;0
1;2;8453.75;Recta;inf;7.10E-05;0;0;0;0
1;2;8454;Recta;inf;7.10E-05;0;0;0;0
1;2;8454.25;Recta;inf;5.03E-05;0;0;0;0
1;2;8454.5;Recta;inf;5.03E-05;0;0;0;0
1;2;8454.75;Recta;inf;5.03E-05;0;0;0;0
1;2;8455;Recta;inf;7.03E-05;0;0;0;0
1;2;8455.25;Recta;inf;7.03E-05;0;0;0;0
1;2;8455.5;Recta;inf;4.94E-05;0;0;0;0
1;2;8455.75;Recta;inf;4.94E-05;0;0;0;0
1;2;8456;Recta;inf;5.03E-05;0;0;0;0
1;2;8456.25;Recta;inf;7.02E-05;0;0;0;0
1;2;8456.5;Recta;inf;5.03E-05;0;0;0;0
1;2;8456.75;Recta;inf;4.94E-05;0;0;0;0
1;2;8457;Recta;inf;4.94E-05;0;0;0;0
1;2;8457.25;Recta;inf;5.03E-05;0;0;0;0
1;2;8457.5;Recta;inf;7.10E-05;0;0;0;0
1;2;8457.75;Recta;inf;5.03E-05;0;0;0;0
1;2;8458;Recta;inf;5.03E-05;0;0;0;0
1;2;8458.25;Recta;inf;5.03E-05;0;0;0;0
1;2;8458.5;Recta;inf;7.09E-05;0;0;0;0
1;2;8458.75;Recta;inf;7.09E-05;0;0;0;0
1;2;8459;Recta;inf;4.94E-05;0;0;0;0
1;2;8459.25;Recta;inf;4.94E-05;0;0;0;0
1;2;8459.5;Recta;inf;4.94E-05;0;0;0;0
1;2;8459.75;Recta;inf;7.10E-05;0;0;0;0
1;2;8460;Recta;inf;7.10E-05;0;0;0;0
1;2;8460.25;Recta;inf;5.03E-05;0;0;0;0
1;2;8460.5;Recta;inf;5.03E-05;0;0;0;0
1;2;8460.75;Recta;inf;5.03E-05;0;0;0;0
1;2;8461;Recta;inf;7.10E-05;0;0;0;0
1;2;8461.25;Recta;inf;7.03E-05;0;0;0;0
1;2;8461.5;Recta;inf;4.94E-05;0;0;0;0
1;2;8461.75;Recta;inf;0;0;0;0;0
1;2;8462;Recta;inf;9.31E-07;0;0;0;0
1;2;8462.25;Recta;inf;4.99E-05;0;0;0;0
1;2;8462.5;Recta;inf;1.16E-07;0;0;0;0
1;2;8462.75;Recta;inf;0;0;0;0;0
1;2;8463;Recta;inf;0;0;0;0;0
1;2;8463.25;Recta;inf;0;0;0;0;0
1;2;8463.5;Recta;inf;5.01E-05;0;0;0;0
1;2;8463.75;Recta;inf;0;0;0;0;0
1;2;8464;Recta;inf;0;0;0;0;0
1;2;8464.25;Recta;inf;0;0;0;0;0
1;2;8464.5;Recta;inf;5.00E-05;0;0;0;0
1;2;8464.75;Recta;inf;4.99E-05;0;0;0;0
1;2;8465;Recta;inf;5.03E-05;0;0;0;0
1;2;8465.25;Recta;inf;5.03E-05;0;0;0;0
1;2;8465.5;Recta;inf;5.03E-05;0;0;0;0
1;2;8465.75;Recta;inf;7.10E-05;0;0;0;0
1;2;8466;Recta;inf;7.03E-05;0;0;0;0
1;2;8466.25;Recta;inf;4.94E-05;0;0;0;0
1;2;8466.5;Recta;inf;4.94E-05;0;0;0;0
1;2;8466.75;Recta;inf;5.03E-05;0;0;0;0
1;2;8467;Recta;inf;7.03E-05;0;0;0;0
1;2;8467.25;Recta;inf;7.10E-05;0;0;0;0
1;2;8467.5;Recta;inf;5.03E-05;0;0;0;0
1;2;8467.75;Recta;inf;5.03E-05;0;0;0;0
1;2;8468;Recta;inf;5.03E-05;0;0;0;0
1;2;8468.25;Recta;inf;7.02E-05;0;0;0;0
1;2;8468.5;Recta;inf;4.94E-05;0;0;0;0
1;2;8468.75;Recta;inf;4.94E-05;0;0;0;0
1;2;8469;Recta;inf;4.94E-05;0;0;0;0
1;2;8469.25;Recta;inf;5.03E-05;0;0;0;0
1;2;8469.5;Recta;inf;7.03E-05;0;0;0;0
1;2;8469.75;Recta;inf;5.03E-05;0;0;0;0
1;2;8470;Recta;inf;4.94E-05;0;0;0;0
1;2;8470.25;Recta;inf;4.94E-05;0;0;0;0
1;2;8470.5;Recta;inf;7.09E-05;0;0;0;0
1;2;8470.75;Recta;inf;7.09E-05;0;0;0;0
1;2;8471;Recta;inf;5.03E-05;0;0;0;0
1;2;8471.25;Recta;inf;5.03E-05;0;0;0;0
1;2;8471.5;Recta;inf;5.03E-05;0;0;0;0
1;2;8471.75;Recta;inf;7.10E-05;0;0;0;0
1;2;8472;Recta;inf;7.03E-05;0;0;0;0
1;2;8472.25;Recta;inf;4.94E-05;0;0;0;0
1;2;8472.5;Recta;inf;4.94E-05;0;0;0;0
1;2;8472.75;Recta;inf;4.94E-05;0;0;0;0
1;2;8473;Recta;inf;7.10E-05;0;0;0;0
1;2;8473.25;Recta;inf;7.10E-05;0;0;0;0
1;2;8473.5;Recta;inf;5.03E-05;0;0;0;0
1;2;8473.75;Recta;inf;5.03E-05;0;0;0;0
1;2;8474;Recta;inf;5.03E-05;0;0;0;0
1;2;8474.25;Recta;inf;7.09E-05;0;0;0;0
1;2;8474.5;Recta;inf;4.94E-05;0;0;0;0
1;2;8474.75;Recta;inf;4.94E-05;0;0;0;0
1;2;8475;Recta;inf;0;0;0;0;0
1;2;8475.25;Recta;inf;9.31E-07;0;0;0;0
1;2;8475.5;Recta;inf;4.99E-05;0;0;0;0
1;2;8475.75;Recta;inf;0;0;0;0;0
1;2;8476;Recta;inf;0;0;0;0;0
1;2;8476.25;Recta;inf;0;0;0;0;0
1;2;8476.5;Recta;inf;4.99E-05;0;0;0;0
1;2;8476.75;Recta;inf;4.99E-05;0;0;0;0
1;2;8477;Recta;inf;0;0;0;0;0
1;2;8477.25;Recta;inf;0;0;0;0;0
1;2;8477.5;Recta;inf;0;0;0;0;0
1;2;8477.75;Recta;inf;5.01E-05;0;0;0;0
1;2;8478;Recta;inf;5.01E-05;0;0;0;0
1;2;8478.25;Recta;inf;1.16E-07;0;0;0;0
1;2;8478.5;Recta;inf;5.03E-05;0;0;0;0
1;2;8478.75;Recta;inf;5.03E-05;0;0;0;0
1;2;8479;Recta;inf;7.10E-05;0;0;0;0
1;2;8479.25;Recta;inf;7.03E-05;0;0;0;0
1;2;8479.5;Recta;inf;4.94E-05;0;0;0;0
1;2;8479.75;Recta;inf;4.94E-05;0;0;0;0
1;2;8480;Recta;inf;5.03E-05;0;0;0;0
1;2;8480.25;Recta;inf;7.02E-05;0;0;0;0
1;2;8480.5;Recta;inf;5.03E-05;0;0;0;0
1;2;8480.75;Recta;inf;5.03E-05;0;0;0;0
1;2;8481;Recta;inf;5.03E-05;0;0;0;0
1;2;8481.25;Recta;inf;5.03E-05;0;0;0;0
1;2;8481.5;Recta;inf;7.02E-05;0;0;0;0
1;2;8481.75;Recta;inf;4.94E-05;0;0;0;0
1;2;8482;Recta;inf;4.94E-05;0;0;0;0
1;2;8482.25;Recta;inf;4.94E-05;0;0;0;0
1;2;8482.5;Recta;inf;7.09E-05;0;0;0;0
1;2;8482.75;Recta;inf;7.02E-05;0;0;0;0
1;2;8483;Recta;inf;5.03E-05;0;0;0;0
1;2;8483.25;Recta;inf;5.03E-05;0;0;0;0
1;2;8483.5;Recta;inf;4.94E-05;0;0;0;0
