pk_geo;pk_client;line;track;category;direction;rail_typology_code;armament;fastening;rail_typology;Vcir;technical_location;inter_station;X;Y;created_by;data_version;huso
849350000;8493.5;1;2;Circulacion;D;P2;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724400.5393;4380489.504;jgomez;0;30
849375000;8493.75;1;2;Circulacion;D;P2;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724400.5633;4380489.255;jgomez;0;30
849400000;8494;1;2;Circulacion;D;P2;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724400.5872;4380489.006;jgomez;0;30
849425000;8494.25;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724400.6112;4380488.757;jgomez;0;30
849450000;8494.5;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724400.6352;4380488.509;jgomez;0;30
849475000;8494.75;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724400.6592;4380488.26;jgomez;0;30
849500000;8495;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724400.6832;4380488.011;jgomez;0;30
849525000;8495.25;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724400.7071;4380487.762;jgomez;0;30
849550000;8495.5;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724400.7311;4380487.513;jgomez;0;30
849575000;8495.75;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724400.7551;4380487.264;jgomez;0;30
849600000;8496;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724400.7791;4380487.015;jgomez;0;30
849625000;8496.25;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724400.8031;4380486.767;jgomez;0;30
849650000;8496.5;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724400.827;4380486.518;jgomez;0;30
849675000;8496.75;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724400.851;4380486.269;jgomez;0;30
849700000;8497;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724400.875;4380486.02;jgomez;0;30
849725000;8497.25;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724400.899;4380485.771;jgomez;0;30
849750000;8497.5;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724400.923;4380485.522;jgomez;0;30
849775000;8497.75;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724400.9469;4380485.274;jgomez;0;30
849800000;8498;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724400.9709;4380485.025;jgomez;0;30
849825000;8498.25;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724400.9949;4380484.776;jgomez;0;30
849850000;8498.5;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724401.0189;4380484.527;jgomez;0;30
849875000;8498.75;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724401.0429;4380484.278;jgomez;0;30
849900000;8499;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724401.0668;4380484.029;jgomez;0;30
849925000;8499.25;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724401.0908;4380483.78;jgomez;0;30
849950000;8499.5;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724401.1148;4380483.532;jgomez;0;30
849975000;8499.75;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724401.1388;4380483.283;jgomez;0;30
850000000;8500;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724401.1628;4380483.034;jgomez;0;30
850025000;8500.25;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724401.1867;4380482.785;jgomez;0;30
850050000;8500.5;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724401.2107;4380482.536;jgomez;0;30
850075000;8500.75;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724401.2347;4380482.287;jgomez;0;30
850100000;8501;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724401.2587;4380482.039;jgomez;0;30
850125000;8501.25;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724401.2827;4380481.79;jgomez;0;30
850150000;8501.5;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724401.3066;4380481.541;jgomez;0;30
850175000;8501.75;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724401.3306;4380481.292;jgomez;0;30
850200000;8502;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724401.3546;4380481.043;jgomez;0;30
850225000;8502.25;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724401.3786;4380480.794;jgomez;0;30
850250000;8502.5;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724401.4026;4380480.545;jgomez;0;30
850275000;8502.75;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724401.4265;4380480.297;jgomez;0;30
850300000;8503;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724401.4505;4380480.048;jgomez;0;30
850325000;8503.25;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724401.4745;4380479.799;jgomez;0;30
850350000;8503.5;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724401.4985;4380479.55;jgomez;0;30
850375000;8503.75;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724401.5224;4380479.301;jgomez;0;30
850400000;8504;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724401.5464;4380479.052;jgomez;0;30
850425000;8504.25;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724401.5704;4380478.803;jgomez;0;30
850450000;8504.5;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724401.5944;4380478.555;jgomez;0;30
850475000;8504.75;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724401.6184;4380478.306;jgomez;0;30
850500000;8505;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724401.6423;4380478.057;jgomez;0;30
850525000;8505.25;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724401.6663;4380477.808;jgomez;0;30
850550000;8505.5;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724401.6903;4380477.559;jgomez;0;30
850575000;8505.75;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724401.7143;4380477.31;jgomez;0;30
850600000;8506;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724401.7383;4380477.062;jgomez;0;30
850625000;8506.25;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724401.7622;4380476.813;jgomez;0;30
850650000;8506.5;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724401.7862;4380476.564;jgomez;0;30
850675000;8506.75;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724401.8102;4380476.315;jgomez;0;30
850700000;8507;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724401.8342;4380476.066;jgomez;0;30
850725000;8507.25;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724401.8582;4380475.817;jgomez;0;30
850750000;8507.5;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724401.8821;4380475.568;jgomez;0;30
850775000;8507.75;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724401.9061;4380475.32;jgomez;0;30
850800000;8508;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724401.9301;4380475.071;jgomez;0;30
850825000;8508.25;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724401.9541;4380474.822;jgomez;0;30
850850000;8508.5;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724401.9781;4380474.573;jgomez;0;30
850875000;8508.75;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724402.002;4380474.324;jgomez;0;30
850900000;8509;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724402.026;4380474.075;jgomez;0;30
850925000;8509.25;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724402.05;4380473.827;jgomez;0;30
850950000;8509.5;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724402.074;4380473.578;jgomez;0;30
850975000;8509.75;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724402.098;4380473.329;jgomez;0;30
851000000;8510;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724402.1219;4380473.08;jgomez;0;30
851025000;8510.25;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724402.1459;4380472.831;jgomez;0;30
851050000;8510.5;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724402.1699;4380472.582;jgomez;0;30
851075000;8510.75;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724402.1939;4380472.333;jgomez;0;30
851100000;8511;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724402.2179;4380472.085;jgomez;0;30
851125000;8511.25;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724402.2418;4380471.836;jgomez;0;30
851150000;8511.5;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724402.2658;4380471.587;jgomez;0;30
851175000;8511.75;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724402.2898;4380471.338;jgomez;0;30
851200000;8512;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724402.3138;4380471.089;jgomez;0;30
851225000;8512.25;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724402.3378;4380470.84;jgomez;0;30
851250000;8512.5;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724402.3617;4380470.592;jgomez;0;30
851275000;8512.75;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724402.3857;4380470.343;jgomez;0;30
851300000;8513;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724402.4097;4380470.094;jgomez;0;30
851325000;8513.25;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724402.4337;4380469.845;jgomez;0;30
851350000;8513.5;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724402.4577;4380469.596;jgomez;0;30
851375000;8513.75;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724402.4816;4380469.347;jgomez;0;30
851400000;8514;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724402.5056;4380469.098;jgomez;0;30
851425000;8514.25;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724402.5296;4380468.85;jgomez;0;30
851450000;8514.5;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724402.5536;4380468.601;jgomez;0;30
851475000;8514.75;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724402.5776;4380468.352;jgomez;0;30
851500000;8515;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724402.6015;4380468.103;jgomez;0;30
851525000;8515.25;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724402.6255;4380467.854;jgomez;0;30
851550000;8515.5;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724402.6495;4380467.605;jgomez;0;30
851575000;8515.75;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724402.6735;4380467.357;jgomez;0;30
851600000;8516;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724402.6975;4380467.108;jgomez;0;30
851625000;8516.25;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724402.7214;4380466.859;jgomez;0;30
851650000;8516.5;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724402.7454;4380466.61;jgomez;0;30
851675000;8516.75;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724402.7694;4380466.361;jgomez;0;30
851700000;8517;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724402.7934;4380466.112;jgomez;0;30
851725000;8517.25;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724402.8173;4380465.863;jgomez;0;30
851750000;8517.5;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724402.8413;4380465.615;jgomez;0;30
851775000;8517.75;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724402.8653;4380465.366;jgomez;0;30
851800000;8518;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724402.8893;4380465.117;jgomez;0;30
851825000;8518.25;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724402.9133;4380464.868;jgomez;0;30
851850000;8518.5;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724402.9372;4380464.619;jgomez;0;30
851875000;8518.75;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724402.9612;4380464.37;jgomez;0;30
851900000;8519;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724402.9852;4380464.122;jgomez;0;30
851925000;8519.25;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724403.0092;4380463.873;jgomez;0;30
851950000;8519.5;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724403.0332;4380463.624;jgomez;0;30
851975000;8519.75;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724403.0571;4380463.375;jgomez;0;30
852000000;8520;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724403.0811;4380463.126;jgomez;0;30
852025000;8520.25;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724403.1051;4380462.877;jgomez;0;30
852050000;8520.5;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724403.1291;4380462.628;jgomez;0;30
852075000;8520.75;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724403.1531;4380462.38;jgomez;0;30
852100000;8521;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724403.177;4380462.131;jgomez;0;30
852125000;8521.25;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724403.201;4380461.882;jgomez;0;30
852150000;8521.5;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724403.225;4380461.633;jgomez;0;30
852175000;8521.75;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724403.249;4380461.384;jgomez;0;30
852200000;8522;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724403.273;4380461.135;jgomez;0;30
852225000;8522.25;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724403.2969;4380460.886;jgomez;0;30
852250000;8522.5;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724403.3209;4380460.638;jgomez;0;30
852275000;8522.75;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724403.3449;4380460.389;jgomez;0;30
852300000;8523;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724403.3689;4380460.14;jgomez;0;30
852325000;8523.25;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724403.3929;4380459.891;jgomez;0;30
852350000;8523.5;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724403.4168;4380459.642;jgomez;0;30
852375000;8523.75;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724403.4408;4380459.393;jgomez;0;30
852400000;8524;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724403.4648;4380459.145;jgomez;0;30
852425000;8524.25;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724403.4888;4380458.896;jgomez;0;30
852450000;8524.5;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724403.5128;4380458.647;jgomez;0;30
852475000;8524.75;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724403.5367;4380458.398;jgomez;0;30
852500000;8525;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724403.5607;4380458.149;jgomez;0;30
852525000;8525.25;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724403.5847;4380457.9;jgomez;0;30
852550000;8525.5;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724403.6087;4380457.651;jgomez;0;30
852575000;8525.75;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724403.6327;4380457.403;jgomez;0;30
852600000;8526;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724403.6566;4380457.154;jgomez;0;30
852625000;8526.25;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724403.6806;4380456.905;jgomez;0;30
852650000;8526.5;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724403.7046;4380456.656;jgomez;0;30
852675000;8526.75;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724403.7286;4380456.407;jgomez;0;30
852700000;8527;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724403.7526;4380456.158;jgomez;0;30
852725000;8527.25;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724403.7765;4380455.91;jgomez;0;30
852750000;8527.5;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724403.8005;4380455.661;jgomez;0;30
852775000;8527.75;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724403.8245;4380455.412;jgomez;0;30
852800000;8528;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724403.8485;4380455.163;jgomez;0;30
852825000;8528.25;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724403.8725;4380454.914;jgomez;0;30
852850000;8528.5;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724403.8964;4380454.665;jgomez;0;30
852875000;8528.75;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724403.9204;4380454.416;jgomez;0;30
852900000;8529;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724403.9444;4380454.168;jgomez;0;30
852925000;8529.25;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724403.9684;4380453.919;jgomez;0;30
852950000;8529.5;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724403.9924;4380453.67;jgomez;0;30
852975000;8529.75;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724404.0163;4380453.421;jgomez;0;30
853000000;8530;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724404.0403;4380453.172;jgomez;0;30
853025000;8530.25;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724404.0643;4380452.923;jgomez;0;30
853050000;8530.5;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724404.0883;4380452.675;jgomez;0;30
853075000;8530.75;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724404.1122;4380452.426;jgomez;0;30
853100000;8531;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724404.1362;4380452.177;jgomez;0;30
853125000;8531.25;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724404.1602;4380451.928;jgomez;0;30
853150000;8531.5;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724404.1842;4380451.679;jgomez;0;30
853175000;8531.75;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724404.2082;4380451.43;jgomez;0;30
853200000;8532;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724404.2321;4380451.181;jgomez;0;30
853225000;8532.25;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724404.2561;4380450.933;jgomez;0;30
853250000;8532.5;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724404.2801;4380450.684;jgomez;0;30
853275000;8532.75;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724404.3041;4380450.435;jgomez;0;30
853300000;8533;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724404.3281;4380450.186;jgomez;0;30
853325000;8533.25;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724404.352;4380449.937;jgomez;0;30
853350000;8533.5;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724404.376;4380449.688;jgomez;0;30
853375000;8533.75;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724404.4;4380449.44;jgomez;0;30
853400000;8534;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724404.424;4380449.191;jgomez;0;30
853425000;8534.25;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724404.448;4380448.942;jgomez;0;30
853450000;8534.5;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724404.4719;4380448.693;jgomez;0;30
853475000;8534.75;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724404.4959;4380448.444;jgomez;0;30
853500000;8535;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724404.5199;4380448.195;jgomez;0;30
853525000;8535.25;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724404.5439;4380447.946;jgomez;0;30
853550000;8535.5;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724404.5679;4380447.698;jgomez;0;30
853575000;8535.75;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724404.5918;4380447.449;jgomez;0;30
853600000;8536;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724404.6158;4380447.2;jgomez;0;30
853625000;8536.25;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724404.6398;4380446.951;jgomez;0;30
853650000;8536.5;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724404.6638;4380446.702;jgomez;0;30
853675000;8536.75;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724404.6878;4380446.453;jgomez;0;30
853700000;8537;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724404.7117;4380446.204;jgomez;0;30
853725000;8537.25;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724404.7357;4380445.956;jgomez;0;30
853750000;8537.5;1;2;Circulacion;D;BA;Monoblock;Stedef;Balasto;80;F-1-VB04;F-1-VB04;724404.7597;4380445.707;jgomez;0;30
